	Unnamed: 0	title	text	travel_date	rating	location	label
468	468	Incredible sites	This is a very historic landscape.  So many things to see and do.  Get out and explore.  The old cave dwellings in the park have some ancient fresco style paintings on the walls that are many centuries old.  You must plan a hot air balloon ride also!  It’s magical!	2019-07	5	3	1
469	469	Amazing geological formations	This place is simply amazing . I do not think there is elsewhere like this anywhere in the world. You see cave Churches - apparently one for  Everyday of the year . The paintings on the walls inside are awesome . This is a photographer’s paradise . There are some steps but nothing too steep . Expect to spend 2-3 hrs here taking photos.	2019-08	5	3	1
470	470	Mr myers	Absolutely stunning! We had a wonderful time and will love to do It again. Great opportunity for pictures and the guide was wonderful	2019-08	5	3	1
471	471	Half of the reviews here are for the Goreme Outdoor Museum!	I recommend the Goreme National Park as a whole but because it includes alot of separate attractions, Fairy Chimneys, etc. and the confusion with the Outdoor Museum I think the TA editors need to look at this.	2019-08	4	3	1
472	472	A complex of churches and dormitories that housed over 2000 people!!	A UNESCO World Heritage Site and one of the largest open air museums in the world. Many number of rocks that were carved into churches, cafeterias and dormitories. Very fascinating to see the architecture. One giant rock with caves that was the male dorm and another giant rock for females.The churches have murals in their interiors. It's unfortunate that murals are eroding due to people either scratching them off, taking photos with flashes, and just sheer volume of tourists. The humidity caused by the breathing of tourists also contribute to the erosion. Although flash photography is not allowed, there were some ignorant tourists taking photos with flashes. So I informed the security sitting outside the entrance. There is one church that costs an extra 10-15TL to get in (I heard it has more well-preserved murals). It really is quite amazing to see a university carved into rocks that accommodated more than 2000 people studying the bible.	2019-07	5	3	1
473	473	so much history.. a lovely place	great place to see fairy chimneys up close. plus you see so much historically important way to living, during the olden days.it just blows your mind. a must do in cappadocia for sure	2019-05	5	3	1
474	474	Fairy chimneys up close!	This is a great place to see the fairy chimneys up close and the beautiful mosaics in the cave churches. Plan to spend some time here to explore and learn about the unique landscape of Cappadocia.	2019-06	5	3	1
475	475	Real nature	İt was a whole heaven out there we had a lof of fun there no matter how the weather is cold or hot its beautiful in every season	2019-07	5	3	1
476	476	Beautiful place	A place full of history and christianity. You can go there by yourself or you cand take a private tour.	2019-06	5	3	0
477	477	Fairy Chimneys Fairy Tales	Unique Fairy chimneys will lead you to feel the Fairy tales lives. Hot air balloon tour goes over there, don’t miss the chance to be there	2019-07	4	3	0
478	478	Interesting!	A must visit in cappadocia. You get to see all the old churches in their fairytaleLandscape . It does get hot so remember to carry sunscreen and a hat! And goodWalking shoes :)	2019-07	4	3	1
479	479	A must visit - beautiful views and stunning history	An impressive site not to be missed whilst in the Cappadocia region. The 4000 year old history here is simply incredible. The paintings in the churches are unbelievable to see. Our family thoroughly enjoyed our time here, and it was made all the richer by having our fabulous guide Eda with us for the day sharing all her knowledge. Highly recommend visiting, and if you can your experience will be that much better with a guide (you can find Eda on the Tours By Locals website - the best guide in Turkey!).	2019-07	5	3	1
480	480	Impressive Historical Site	This is a not to miss when in Goreme. The cave churches and frescoes were amazing. Built into the landscape of the area, the UNESCO World Heritage site is a gem. Be prepared to walk uphill and have a hat and water.	2019-07	5	3	1
481	481	Amazing place a must	Very amazing place how human could utilize this kind of natural. All construction by nature are very impressive.	2019-07	5	3	1
482	482	breathtaking views	The park is beautiful  with many picture perfect moments. Can visit caves with rustic furniture. has a little cafe where you can get something to eat and drink. Can also purchase little tokens and souvenirs from here,	2019-06	5	3	1
483	483	A bucket list visit	This is an exceptional site on most world travelers’ bucket lists. The mural paintings in the churches are some of the best to see in Turkey. It is worth paying the extra fee to enter the cave churches. The cave dwellings are fairly well preserved but some subsidence and reconstruction work is done after heavy rains. One can see the stone tables, benches and cooking areas. Great to hike around and between the natural stone marvels.	2019-07	5	3	1
484	484	Out of this world	Seeing is believing it was absolutely fantastic and well worth the long journey to get there. If you are within 6 hours by road it really is something else. You should book a hotel for 1-3 nights to make the most of your time there.	2018-10	5	3	1
485	485	Must see  while in Kapadokya!	I really enjoyed walking around and paid the extra to see inside the church. It's like nothing else I've ever seen.	2019-06	5	3	0
486	486	Beautiful scenery	A beautiful and historical area surrounded by valleys and filled with caves. Most of it is open for free for the public. It was an unusual and a unique experience for us.	2019-07	5	3	1
487	487	Walking on the Moon !	the place is extraordinary amazing and its just like Kandovan village in IRAN ... i had kots of walking and hiking there . and also it is better to go for a walk on early morning	2019-06	5	3	1
488	488	Sunset Horse ride	What a beautiful guided horse outride through the mountains with my wife... Magical sunset as you take in the atmosphere..After a morning balloon ride over the valley, this was a perfect way to see the valley up close and personal on horseback	2019-05	5	3	1
489	489	Awesome	Pretty cool place to visit and see the fairy chimney.  gets pretty busy with tour groups but still fun to explore	2019-06	5	3	1
490	490	Most amazing place	Goreme is a must do place to visit. The landscape is incredible and if you can organise a hot air balloon trip do!	2019-06	5	3	1
491	491	Fascinating Cave Churches	Amazing what locals created over 1000 years ago.  Multiple churches with frescoes have survived .  The history is palpable with every step.  A must see while in Cappadocia.	2019-06	5	3	0
492	492	Recommend for everyone who visit Cappadocia	It is a must experience to understand Cappadocia’s history.I always visit this park with my guest. There are severely churches and to walk around to feel the valley is always make me feel good.	2019-06	5	3	0
493	493	Great	Great park. Super fun to visit. Nice hiking trails with many unique formations. Like another planet. Truly worth a visit.	2019-06	4	3	1
494	494	Beautiful	The whole of cappadocia has such stunning natural beauty that one has to visit to feel and explore its beauty...There are beautiful rock formations. The fairy chimneys also add to the beauty if the landscape. The goreme church is beautifulWe took a hotair baloon over cappadocia which was the highlight of the trip.. The sunrise over cappadocia was stunning with coloured hotair balloons lighting up all around. We flew over pigeon valley, fairy chimneys upto Urgrup castle. Finally champagne on landing... U can also take the Red or Green tour which shows the Underground cities and how the people lived so many hundred years ago.. The whole town with burial areas were underground.. Amazing network of tunnels and stairs that u dont realize that Derinkuyu goes down to 60metres below ground !!Cappadocia is A Must Visit and the balloon ride is once in a life experienceFor the balloon we took Sky Balloons and a 16-18 people balloon as prices vary according to number of ppl in a balloon. Average 180-200 euros pp. U can negotiate. Tip: Get in the Balloon the last as u will then have the corner !!	2019-03	5	3	1
495	495	Pictures can’t capture it	Pictures can’t do justice to the majesty of this landscape.  The ash and lava rock has created a unique visual not found anywhere else that I have seen.  While local tour guides state the landscape was created 30 million years ago, it was obviously created during and shortly after Noah’s flood, which both Christianity and Islam believe.	2019-06	4	3	1
496	496	a must see	Short walk and a must see. Amazing. Beautiful natural beauty.in the rocks, there are houses... ıts so cool	2019-05	5	3	1
497	497	Must see	Short walk and a must see.  Amazing. Go later in the day because the busses arrive early and it can be packed.	2019-04	5	3	1
498	498	Valley walking gives the best impression	During a three day walking tour bthrough different parts of the Goreme Hills and park area, it gives avery good impression of the natural beauty of the area. The sizes of the geological formations are best appreciated from below.	2019-06	5	3	1
499	499	Beautiful natural beauty	Spent half a day in this beautiful spot. Lots to look at, so much history! Beautiful churches with intricate paintings.	2019-05	5	3	1
500	500	amazing landscape, human craft	the open air museum has a very chap entrance fee and it is totally worth it. the landscape is amazing and the views too. in the rocks, there are houses, churches and rooms that it is amazing how people made them! go early, avoid the crowds!	2019-05	5	3	1
501	501	A must see while in Cappadocia	Went to the Outdoor Museum with a private guide and so worth while. Incredible to think that an ancient population lived in these caves. Definitely worth a visit	2019-06	4	3	1
502	502	History	Cinfirmation that there were Christians in the area.Are. Identical to the Orthodox Churches as interior arhitecture and biblical scenes painted on the walls.	2019-06	5	3	0
503	503	A must see place in Cappadocia	1. Listed on UNESCO2. Comprises of, Goreme Open Air Museum, Zelve, Urgup, Ortahisar, Uchisar. 3. Consider buying a Museum Card, it will be cheaper. 4. Travel by car.*Went on April and it was a snowy day so we couldn’t enjoy to the fullest. So if you like sunny days should check the weather before your trip, if possible.	2019-04	5	3	1
504	504	plenty of hiking trails, and gorgeous scenery.	during the summer is preferable to go and do some hiking and take water because it gets hot. the hiking scenario is amazing and gorgeous. plenty of caves to see and check out.	2019-06	5	3	1
505	505	2019 Eid Holiday	due to eid it was really crowded however we enjoyed a lot with my family.. definitely we suggest all region to see amazing environment	2019-06	5	3	1
506	506	Magical	We experienced a balloon ride over the National Park what an amazing spectacular of landscapes... the chimneys of sandstone the Forrest of greenery pine trees...we were there at sunrise it is beautiful definitely visit the national park.	2019-06	5	3	1
507	507	Challenging walk but wort the scenery	It was not that easy walking around this national park as it was ups and downs, and steeps at some parts. However, the scenery we saw was worth the walk. It was a nature at its best!	2019-06	4	3	1
508	508	Amazing trip (especially with jeep in tow)	Totally worth the spending on a jeep with driver, to bring us to panoramic spots to take photos with the majestic backdrops. Set off from our hotel at 5am and back at 7am. A well worth 2 hours of phototaking at a spot which forms part of my bucket list. Cost us USD 110 per pax. You may be able to find cheaper fares elsewhere as we booked ours through a group tour operator.	2019-06	5	3	1
509	509	Wow, and that's a big Wow!!	What an amazing and unique landscape. When you consider that this method of living was first done en masse by the Hitites and so much of it still remains to this day having suffered earthquakes, floods etc.You have to come and experience the wonderfully innovative way that they built dwellings in the rocks going upwards and also underground cities going downwards using chisels and hard work!  Amazing! So happy that I chose to add this part to my recent tour of Caucasus.	2019-05	5	3	1
510	510	The Most Unique Landscape in the World	Goreme National Park is fantastic !.The Landscape changes constantly as it is volcanic and it can only be described as looking like the surface of the moon.The Fairy Chimneys are special and you will get great photos without people around you.I would recommend getting a guide by the name of Busra from Pulsar Turizm..she was fantastic and very knowledgeable.Most sites have souvenir sellers and places to buy drinks and food.Spend at least 8 hours on a tour and you will love it !	2019-06	5	3	1
511	511	The landscape and history will blow your mind.	Step into history as you explore the cave dwellings and natural wonders in the rose, love and pigeon valleys.	2019-05	5	3	1
512	512	Nice	It’s a very nice place, a must go when visiting Capadoccia. You walk though what was a Village located around a valley, with many carved houses with its different rooms (stable, kithchen, bedroom...). You can also get inside an ancient church that still has a few signs of paintings on the walls and also a small mosk. I recommend to spend at least 30-40 min to do the full walk around The Valley.	2019-06	5	3	0
513	513	kapadokia national park very beautiful sunset and sunrise beautiful mountain very beautiful place old and historical	kapadokia national park very beautiful sunset and sunrise beautiful mountain very beautiful place old and historical  location you can enjoying a lot	2019-06	5	3	1
514	514	Good visit but gets very busy	Did this as part of a booked tour - great to visit but it gets super busy which means you're literally in and out of each room.	2019-06	4	3	1
515	515	Goreme Open Akr Museum	Fascinating place but overcrowded.  We went on a very hot day and completed the tour in 90 minutes due to having to queue to get into some features.	2019-06	3	3	0
516	516	Beautiful Open Air Park	We had the opportunity to visit this open air museum on a recent trip to Turkey.The setting is stunning and the cave churches are amazing.  Inside each of the churches are frescoes depicting the teachings that the churches were used for.A great stop!	2019-05	5	3	1
517	517	Goreme National Park is brilliant.	"Discovering Goreme National Park was amazing. Various tours take in some of the main sites and viewpoints. However if you like hiking and clambering over landscapes this is an absolute must. There are numerous valleys to explore. Lots of great threads and information on here which we used on a daily basis. Views are breathtaking and I lost count how many times we  simultaneously said ""Wow!"". The popular tours and the valley walks are fairly easy going and trainers are sufficient but if you fancy going a little 'off piste"" it can be hard work especially considering the heat. For this I would recommend hiking shoes/boots or trainers with very good soles as you need traction on some steep declines."	2019-06	5	3	1
518	518	Another attraction	Another must see. Nice to see the church caves with drawings of the saints still preserved. Again be sure to bring umbrella, sunblock and water.	2019-06	5	3	1
519	519	Forgiveness of nature.	Forgiveness of nature to the industrious people who appreciate it. Pass Natural history course so much funney.	2019-06	5	3	1
520	520	Top Attraction	We spent our holidays in Side and had the opportunity to fly to Kayseri (one our flight from Antalya) and visit  Goreme National Park in Cappadocia. A must see attraction, located in the heart of Turkey, with unsual rock formations, valley, canyon as a resul of the eroding rains and winds of thousand years. Undrground cities, mushroom shaped formations, amazing natural wonders and fascinating history.	2019-05	5	3	1
521	521	Nice experencing how cave men stayed and dined etc but overrates specially steeply priced	I went here with my family. Most museums including this one in Turkey are over prices and so not worth it. Otherwise it is a nice and different experience where you get to picture how little ancient men lived, slept, dined, cooked in caves	2019-05	3	3	1
522	522	Quite overwhelming	Full of churches in caves. Dont miss the amazing one half way down the hill on the right on the way back to the car park. They dont let you take pictures of the best church cave paintings which is a shame. There is a cafe at the top. A fair amount of steps. I was irritated to pay my entrance fee and then expected to pay more to go in one of the sites. You cant get to see two of the main rock areas which I think I recall being the monestry and nunnery areas. Interesting place though and well worth seeing. Expect it to be swamped with tourists.	2019-05	4	3	0
523	523	Overrated	Im talking only about museum part closed with the fence. This place is overrated, stones, tiny caves and hot sun! That is all what youll get there. The entrance fee is ridiculously high for such a boring place! (45 lira). Funny thing -that the same stones and caves you may see for free around this “museum territory”	2019-06	2	3	1
524	524	A Comic Book World	AComing here is a like to a world of fantasy . All you have thought of a fairyland seems to be taking shape on ground. Well laid out over a large area strewn by rocky shapes and sizes which denies all structural imagination only to look awe inspiring.  Agog with tourists ,all the time of the year has an excellent township of Goreme which in itself is beautiful with affordable restaurant and shops of local artefacts and souvenirs . Mind boggling structures looks so beautiful from shapes so weird and incredulous that can only look so imaginative and attractive . A must see and icing in the cake for Cappadocia.	2019-05	4	3	1
525	525	Amazing place	Amazing place takes u back to way beyond imagination history.Facinating place to visit. Worth going when in Cappadocia.	2019-05	5	3	1
526	526	Breathtaking Park	This amazing aprk has plenty of things to do. A must see if you're going to Cappadoccia. Beautiful rock formations	2019-05	5	3	1
527	527	Wonderful	Everything in Göreme is beautiful!! I really enjoyed every landscape!I believe people must be more careful with trash in a place like that, because I saw several plastics, paper thrown away in the ground!	2019-05	5	3	0
528	528	Unique & fascinating	This is a must-see place in Turkey. It has lots and lots of strange rock formation. Many came here to ride hot air balloon.	2019-04	4	3	1
529	529	One of so many amazing places	Cappadocia Turkey is an amazing valley of fairy chimneys and homes and churches carved into the rock.  Goreme has amazing churches on various levels of the rock, many with lovely murals and paintings.  Be sure to allow time to visit as you do need to climb up and down to see everything, but it is so worthwhile to do so.	2019-04	5	3	1
530	530	Day 1 of 3	Gerome National Park is a must for all when visiting this area. Scenery is awesome and theres so much too see.   The paths are well laid out, needless to say to be a bit careful. Amazing place.	2019-05	4	3	1
531	531	Unique Geology	The geology of this region has to be seen to be believed.  It is just wonderful.  If I got a dollar for every time I said Wow I’d be a millionaire.  Pictures don’t do it justice, walking amongst the rock formations and flying over on a ballon gave me a real appreciation of the uniqueness of this region.	2019-05	4	3	1
532	532	Remarkable	You came here to see a place like no other , interesting , unique , intriguing , one that will remain in your memory for sure as it is all that and more . Enjoyed every minute of it and surely you will too .	2019-05	5	3	1
533	533	great to see how they lived	its a cool insight to the lifestyle that wasn't so long ago for the people that live in cappadocia. You can appreciate the raw living situation and great lengths they went to put a rood over their heads.	2019-05	5	3	1
534	534	Wonderful place to visit	A must see place when in kappadocya.The views there and experience are breath taking, you will see history dating thousands of years.Bring a good camera, you will be using it a lot.	2019-05	5	3	1
535	535	Awesome	İf you are interesting with lanscapes,caves,churches And nature this is best museum in cappadocia....	2019-05	5	3	1
536	536	Capadocia gorem open air museum	This is among the place u should visit in CappadociaNice place and nice cave ChurchIf u know background of Christianity u can understand difference in churches.. otherwise all cave seems same.. however awesome environment n beautiful landscapingTry to visit in evening for good view of nature	2019-05	5	3	1
537	537	North and East Turkey	A wonderfully exciting customised tour with StreamCo Tours again. We have travelled much of Turkey now but Fatih always finds somewhere interesting and different for us to experience. Lovely Boutique Hotels, excellent food and comfortable travel...what more could you ask for. Without question we will return to experience the wonders of this incredible country. Thankyou Fatih, you are an excellent guide and now yours and our friendship has been extended to our son Graham who so enjoyed everything. Until next time......	2019-04	5	3	1
538	538	Nicely maintained but most of the murals are not in a good condition	Goreme Open Air Museum, a UNESCO World Heritage Site, contains the finest rock-cut earliest churches in history. Within some churches are beautiful frescoes. Unfortunately, many of them are in poor condition and one can barely make out what they depict. The structures have weathered well. The living quarters, churches, and other areas are relatively fine and most are open to visitors.	2019-04	4	3	0
539	539	Other Planet! ,)	Fascinated!Fascinateddddd!Did I mentioned that I am fascionated?!! I am 52 and I was never on other Planet. Till this May ,)MUST SEE in life! That is it. Must. I even must go again, baloooms did not fly :((So, just walk, ride a horse, car, whstever, but see the most you can!Everything is for photo. I made so many wonderful photos and much more memories, ofc. I like people also. Very gentle, not pushy, I am surprised more than I expected to be	2019-05	5	3	0
540	540	Excellent	Very nice and interesting place to visit. There is a very interesting story about that place, so you should read about it before visiting, or take a guide there. I would recommend to do it as a walking tour. If you use taxy you will probably miss a bunch of things. I was there at the beginning of May and the temperature was ~30°C.	2019-05	5	3	1
541	541	Another Planet	When you visit Turkey, Cappadocia is an absolute must. At first site you will think you are on another planet. Though the region has developed a lot over the past 10 years in regard to hotels, restaurants, you are in a World Unesco Heritage Site and National Park which is highly protected. The village of Goreme itself is, in my opinion,.the most charming of the five villages in the province though you cannot really count Nevsehir as it is actually the capital city of the province and not village like at all. Goreme has the highest number of Fairy Chimneys  and churches in the region so I highly recommend that you make your Cappadocia base in Goreme. There are numerous restaurants where you can feast upon absolutely yummy traditional Turkish food, but I would wander up into the old side of the village and simply ask where yo ucan find the restaurant where 'Top Deck' is the chef. He and his wife create excellent dishes you will never forget! Your days can be filed with hot air ballooning (very worthwhile - recommend Cappadokya Balloons), go horseback riding, take a 4 wheeler, absolutely visit the underground cities (at least one of them), the hot springs or just enjoy walking through the valleys. This is a photographers paradise with sunsets and sunrises not to be matched. Though many of the farmers have moved away they are still to be found just outside the village and have many a story to be told. You can always travel to the easide but do not miss Goreme, National Park!	2018-06	5	3	1
542	542	Cappadocia's highlight!	Goreme National Park is the star attraction of Cappadocia.  The various frescos inside the churches, combined with the breathtaking landscapes, are amazing.  Allow at least 1.5 hours due to lines that must be endured to enter the chapels.  Enjoy!	2019-04	4	3	1
543	543	Fabulous place	A must see for all travellers.. Jaw dropping landscapes and amazing scenery.. Hike around the valleys, e.g. Pigeon Valley and enjoy Turkish tea amidst the red terrain..Just do it..	2019-05	5	3	1
544	544	As with most of the sites in this area, just amazing.	"We went here as part of a ""red"" tour and were captivated with the sights like all the other crowds....  you need to expect the crowds as its such an iconic sight. The frescos in the churches are steeped in history and well worth seeing.Unless your very early or late in the afternoon your unlikely to avoid the crowds but I still feel it's well worth the visit."	2019-05	5	3	0
545	545	Amazing Panoramic View	A must for Red tour& Green Tour are all day activities including lunch. You will see all attractive place of Goreme. and Balloon riding is a must as well.	2019-04	5	3	0
546	546	Open air spoilt by the large tourist groups.	Head there first thing in the morning or after 4pm. Even better, head out for hikes to red and rose valley to see frescos without the maddening, camera click happy crowds and listen to the birds. Divine.	2019-04	5	3	1
547	547	Beautiful valleys and rock formations	We hiked around the various valleys covering about 16 miles on total. The are a whole bunch of valleys to choose from, red, rose, white aka love valley, pidgeon and probably many more that we didn't see.Is is worth doing some of the view points and also spending sometime in the valleys for close ups.Do a little research before you come to decide what you want to see.There are also red, blue a green tours which take in particular sites, but doing it that way you have to go at the guides speed and rarely get closer than a view point.	2019-05	5	3	0
548	548	Worth seeing but not the best	The park is definitely beautiful but there are other equally beautiful places in Göreme. Check it out if you have time - we did it as part of the red tour package.Try and avoid tour bus crowds by going early am. Better photo opportunities elsewhere	2019-05	4	3	1
549	549	Amazing natural park	A magnificent park with the very strange rocky structures not found in any part of the world. The rocks are very complex with 3 levels formed over thousands of years	2019-04	5	3	1
550	550	Great view	Even without the balloons it has a great view. Since the weather was so bad we couldnt fly with the balloons we had much time to visit a lot of places. Goreme National Park it's beautiful and when you have a smart tour guard you can learn a lot about history	2019-05	5	3	1
551	551	Also Known as Goreme Open Air Museum	We came here as part of the Red Tour for 28 euros per person.  Our tour included the entrance fee of 45 tl.  Prepare to spend 1-2 hours here.We came late morning and it was already very crowded which made the experience not as enjoyable.  To view many of the rooms, prepare to line up.  And once you are inside, you are expected to keep moving with some rooms not allowed for photography.It is an interesting area but not the most interesting during our visit in Cappadocia.	2019-04	4	3	1
552	552	wonderland	we visited this site on a day tour. it's truly amazing and exquisite. a real travel back in time, a fantastic experience.	2019-04	5	3	1
553	553	Otherworldly landscape	Instamatic opportunities all around! It’s so interesting seeing these places that were carved out for dwellings hundreds of years ago.	2019-04	5	3	1
554	554	Its nice but gets repetitive	This is a must see as the history is great but i think there are 2-3 caves which are amazing and the paintings are unbelievable but after them they all look pretty much the same...empty caves with black roofs from the cooking. It gets very busy with bus loads of people and school trips so get there early or go between 1-2 as thats when the buses have lunch. It has beautiful views but 1 hour 30 mins is more then enough to spend here	2019-04	4	3	0
555	555	Stunning frescos but badly run	There are several cave churches to visit in this open air museum complex, one or two of which are simply stunning.However, the museum is incredibly busy with masses of school and tourist groups meaning you have to queue for every church - and some have an attendant inside barking at you to keep shuffling along meaning you can’t really stop and look at anything properly.I guess if you get there when the doors open it might be a better experience, but if you’re on an organised tour, this won’t happen. All photography is prohibited in the caves, meaning you can’t even take home your memories of those beautiful frescos. This seems excessive as stopping flash photography only should be sufficient.	2019-04	3	3	0
556	556	Wander	Life is beautiful when one wanders and gazes at the simple details that make everything look spectacular and unique.	2019-04	5	3	1
557	557	must go	amazing indeed lots of pictures shooting not much walk  but many unique sites worth to take interesting pictire	2019-03	5	3	1
558	558	Worth the visit	I spent about 2 hours visitin there, it's beautiful and has amazing views. Def recommend ! I visted with the Green Tour.	2019-03	5	3	1
559	559	A must see	If you visit Cappadocia, you must see Goreme Open Museum. It is the most comprehensive site. But crowded with tourists.	2019-04	5	3	1
560	560	Enduring Faith	When you visit the Gerome open air museum you will be moved by the faith of these early Christians. With more than a dozen chapels carved into the rock formations and rich (but now defaced) paintings it is easy to imagine the faithful flocking to this place for pilgrimage. The rock formations are fascinating. It is little difficult to see all the chapels but if you can manage the steep climbs , it is worth it. The place is well maintained with good signage	2019-04	5	3	1
561	561	Interesting	Take a walk to the park and walk up close to some stones. Make sure the weather is nice and sunny. It is on the way to the open air museum.	2019-04	4	3	1
562	562	Must visit	There are so many atttactions in capaddocia region and i can easily put this place in my top 3. Definetly visit if you are in the area.	2019-04	5	3	1
563	563	Interesting and Unusual	Interesting and informative place understand the development of Cappadocia.  Do not miss the different churches dug into the caves that were later decorated with Byzantine paintings.  It was interesting to see how the cave diggers mimicked the decorative patterns and architectural features of the Byzantine Churches.	2019-04	5	3	0
564	564	Fascinating place	Part of Red  tour. It's amazing place to learn history. Fascinating place to visit. Very photogenic. Apple Church was culmination for me as frescos were just stunning . Can't take pictures inside Chapels and Churches ... but surroundings are just amazing . Wear comfortable shoes, lots climbing , high steps, bit tight on the staircases - but it's stunning .	2019-04	5	3	1
565	565	Number 1 in Turkey	This area is so beautiful and different. Take 2 or 3 days to explore the different valleys, and you will not regret it!	2019-04	5	3	1
566	566	One of highlights of the visit to Cappadocia	Goreme open air museum, which consists of  ruins of number of monasteries, churches and houses carved into volcanic rock mountains. It is now UNESCO World Heritage site. Wear comfortable shoes for the visit, is you will have to both walking and some climbing. Some of the churches have frescoes which are worth seeing.	2019-04	5	3	1
567	567	So busy!	If you’ve got your own wheels or are in Gorëme, come yourself early morning or late afternoon. The part the tour companies take you to was super crowded. Amazing, amazing place though.	2019-04	4	3	1
568	568	Fairyland!	This is large open air experience where you walk through an ancient valley of cave dwellings and churches. Guides are available but the site is well signposted. There are several small eateries offering a range of local food. Excellent for a half day tour.	2019-04	5	3	1
569	569	Wonderful Place to Visit	Such unique and wonderful national park to visit. Had to see it at least once in your life time. You can rent a car or joint a tour group. Nice local people as well.	2019-04	5	3	1
570	570	NICE BUT BUSY	With hindsight, we should have gone earlier but we were jaded after our balloon trip. A nice museum but it's absolutely heaving (even at 1000 am) with large groups of tourists. The churches are - unsurprisingly - small so it can get a bit frustrating to get around. Dark Church was closed but the frescoes in the other churches, including Sandal Church, were amazing given that they're over 1000 years old. Signposting could be improved. Don't miss Buckle Church which is down the hill about 100m	2019-04	4	3	0
571	571	So much to see and do!	An amazing place not like anywhere else I have seen. Loads to see and do (and eat!) from ballooning to organised tours and horse riding. But just the hiking alone is spectacular enough.	2019-04	5	3	0
572	572	A dream called Goreme	It is a place where history and spirituality show us in a wonderful way how people have lived centuries before in harmony with nature and God	2019-04	5	3	1
573	573	Stunning place	Given that the whole area is due to volcanic activity millenia ago it is fascinating to see the shapes that the weather and temperatures have created.	2019-04	5	3	0
574	574	Very interesting place this.	Open air museum is an interesting title to draw you in. Shows a lot of the history of the area and how much of their life was based around religion (Christian, banned at the time) and the lengths they would go to, to hide it. I haven’t given it 5 stars as I just feel there is more that can be done to enhance the visitor’s experience. Felt a bit restricted in options.	2019-04	4	3	1
575	575	Amazing scenery	Goreme national part was an amazing place to visit and is a must see for anyone that enjoys the natural world. The only other place that I have visited where I felt I was on another planet was Bryce Canyon I rented a car and drove around capaddocia and I would definitely recommend.	2019-04	5	3	1
576	576		#delicousfood#friendlypeople#beautifulnature#restgood#if you want to be there prepare from now. #lovetravel	2019-02	5	3	0
577	577	Green and Red tour conducted by ATV	Booked 2 day trips conducted by the same company through my hotel, Carvanserai Hotel. Lucky enough to be conducted by same tour guide Mr Cemil Demircan. He was very professional and very informative on the places visited. With his experience, the group was very well organised and managed to always get to the various places of interest before most of the bus loads of tourists. He had made the trips interesting and with little time wasted on queues. Highly recommended tours conducted by the ATV!	2019-04	5	3	0
578	578	a must to visit	a unique place , it is very nice to wonder around and watch the amazing caves built in huge rocks and know the history of it A guide will be very helpful .	2019-02	5	3	1
579	579	Stunning and unique	Fabulous - not beautiful, maybe a little too otherworldly for that.  Amazing scenery and views - a little like being on Mars or another planet.	2019-03	5	3	1
580	580	Awesome place	Nice place. If u r staying in Goreme about 20 mins walking distance because public buses is an hour scheculed. Entrance fee is 45 TL. And it till take about 1-1,5 hour to take tour. Nice place with full of history	2019-03	5	3	1
581	581	Nice	Beautiful to seeThe old church and the way the old people use to live. Winery and things like that. Loved it	2019-03	4	3	1
582	582	Good visit !	If you’re going alone and not as part of a guided tour, do invest 15TL on the audio guide. This one is really good and worth the money adding lot of perspective to the architecture you see.An important thing to note is that the entrance fee is cash only. We were lucky that we had some cash to cover for it since we always prefer to pay by card at such places!	2019-03	5	3	0
583	583	Wander around	A great place to wander around and look at all of these wonderful natural rock formations.  We were able to go inside one of them and see how people live.	2019-03	4	3	1
584	584	Definitely worth a visit!	It is well-deserved as a top destination. It is a manageable size, so can walk around to see whatever interests you.	2019-03	5	3	1
585	585	Very nice experience	We went there last week and it was snowing, the scenery was mesmerizing and it is very rich in culture and historical sights.	2019-02	5	3	0
586	586	Breathtaking and totally unique landscape	It an amazing heritage, beautiful landscape and so unique place to visit. Every cave is a masterpiece of the nature that you should see for sure.	2019-02	5	3	1
587	587	Must be	We have forty national and over three hundred nature park but Göreme is very different&unique maybe not in Anatolia but also in the world with fairy chimneys, churches, under ground cities, hot baloon activity, Sema, Turkish Nights, making pottery shows and very delicios wines and countless dreams...	2019-02	5	3	1
588	588	Reasons to visit Cappadocia	The Goreme museum is something out of this world. It is unbelievable to see how people lived in those stone structures. Not too much to walk and the heat is not as big a factor. They actually look better from outside than inside but do visit inside to see how people lived. Carry an umbrella during summer and a coat in winter... Weather can be a bit extreme...	2018-08	4	3	1
589	589	No need to pay for  open air museum	Gerome in itself is an open air museum , you need not to pay for it ...go anywhere in gerome and you will enjoy ... go nearby places for sunrise or sunset	2018-10	4	3	0
590	590	I want to visit	I'm thinking of visiting here. I found positive comments and good feedback that it is such a nice place. Turkey really is a beautiful country	2018-08	5	3	1
591	591	Worth the trip	Very interesting area and great access. Can be busy, so morning might be the best option. Well maintained and easy walking. Parking is limited close by.	2018-10	5	3	1
592	592	The Open Air Museum is fascinating.	I've done the Open Air Museum twice....once with a guide and once with the audio.  Both were very interesting and have their advantages. The guide can be a good storyteller and give 'extra' information, while the audio is very factual.  It's almost worth doing both together!  Definitely pay the extra 10 lira to see the Dark Church.  The paintings in there are the best ones at the Museum.	2018-10	4	3	1
593	593	Must See!!	Goreme is also know center of Cappadoccia, it host some of the most beautiful and significant historic places for the Christianity (where the first Christian settle after running away from the Romans) really amazing place.	2018-11	5	3	1
