	title	text	travel_date	rating	location
284	Burası nasil böyle yapılmış diyeceksin	Başlıktanda anlaşıldıği gibi gidip görün o yapıları kesinlikle şuanki teknoloji ile bile zor yapilir bence harika bir yer	2018-02	5	2
285	Görülmeye değer	Aslında Kapadokyada dolaşınca sürekli aynı yerlerde dolaşıyormuş hissi veriyor çünkü her yer kilise, peri bacaları ve yeraltı şehirleri ile dolu ancak burası farkını belli ediyor fakat rehber eşliğinde gelinmeli ya da gelmeden araştırma yapılmalı yoksa fotoğraf sergisi gezmekten farksız oluyor çoğu yer. Kilisdeki boyamalar çok güzel. Müze kartla girilebiliyor ücretsiz sadece Karanlık Klise diye bir bölümü var extra 10 tl gezi parası ancak ben gezmedim aldığım duyumlardan dolayı. Söylenene göre burasının tek espirisi karanlık olduğundan dolayı duvar boyamaları daha iyi saklanmış dökülmeler olmamış güneş ışığı görmüyor. Görenler biraz daha dökülmüş.	2018-02	4	2
286	Nasıl anlatılabilir ki	Güzel ülkemin güzel manzaralı hayran olunmaması elde olmayan herkesin ölmeden önce görmesi gereken dünya harikası bir yer	2018-02	5	2
287	Harika	Herkesin gelmesi gerek doga bitki örtüsü tertemiz havası gercekden harikayine gelcem herkese anlatıcam burası bam başka bir yer ve cok romantik aşkını tezeliyor	2018-02	5	2
288	Muazzam.	Bu bölge ibadethane gibi biryer her girdiğiniz yerde isa ile ilgili çizimler vs. Mutfak ve yemekhanede mevcut içerisinde ayrıca mezarlıklar. Ama asıl görevi bölgenin, ibadethane olması.Giriş 30 tl çok çok fazla. Ayrıca içeride karanlık kilise adındaki yere giriş extra 10 tl. İsterseniz kulaklık rehber alıp(15 tl) dinleyip herşeyi öğrenebiliyorsunuz. Açıklamalar biraz karışık çünkü:) göreme merkezine 1 km uzaklıkta. Etrafta develer gözleme dondurma satan yerler var.otoparklar mevcut ama biraz kurnazsanız ücret ödemeyeceğiniz biryer var taksi durağının dibinde personele aittir yazan bölge.	2018-02	5	2
289	Görülmesi gereken bir yer.	Açıkhava müzesi görülmesi gereken yerlerden en önemlisi bence. İçindeki kiliselerde bulunan resimler etkileyiciydi. Giriş ücreti 30 tl ancak bu fiyata ilave olarak rehber kulaklık kiralamak isterseniz 15 tl daha vermeniz gerekiyor. Ayrıca müzeye girdikten sonra içindeki bir kiliseye girmek ayrıca 10 tl daha vermeniz gerekiyor. Giriş ücreti verilen bir müzenin içindeki bir kiliseyi görmek için ayrıca ücret talep etmeleri gerçekten hiç hoş değil.	2018-02	3	2
290	İlk gezeceğiniz yerlerden olsun	Göreme merkeze 1 km deselerde biraz daha uzak. Eskiden açık alanda istediğiniz gibi gezebildiğiniz bir yerken artık müze. Müze kartınız yoksa bedeli biraz fazla gelebilir. Bazı kiliselerdeki tavan ve duvar süsleri orjinal halde az zarar görmüş şekilde duruyor. Göreme’ye gelmişken görmeden geçmeyin...	2018-01	4	2
291	Muhakkak görülmeli	Kış mevsiminde olsakta oğlumuzla gezebildik. Kapadokya’yı tanımak için güzel bir yer. Muhakkak ziyaret edilmeli ve doğanın harikaları keşfedilmeli!	2018-01	4	2
292	Karlar atında müze	Kapadokya denince akla gelen ilk şey zamanında insanlar kayalara oyuklarıyaşam alanlarında nasıl yaşıyorlardı,bu alanda yaşamak zorunlu bir tercihmiydi?kiliselere yaptıkları resimler günümüze kadar kalmayı başarabilmişler.Şu an kış mevsimindeyiz ve müze karlar altında insan empati yapmadan duramıyor o zamanın olanakları ile o insanlar kışın nasıl yaşıyorlar idi?	2018-01	5	2
293	Mükemmel	Kapadokya bölgesine gelen herkesin mutlaka uğraması gereken bir yer. Yalnız genel olarak kayaya oyma kiliselerin iç süslemeleri çok bozulmuş. İçeride karanlık kilise diye bir kilise var. Burası oldukça iyi korunmuş bir yer, müze kartla Açıkhava Müzesi’ne girebiliyorsunuz ama müzenin içindeki bu kiliseye girmek isterseniz 10 tl ek ücret ödemeniz gerekiyor.	2018-01	5	2
294	Peribacalarında yaşanmış tarih	Burada 11.yüzyılda  insanların nerede yaşadığını , inandıkları ve resmettiklerini çok yakından görebilirsiniz. Gidilmeye değer bir müze.	2018-01	5	2
295	Harika	Hava şartları her ne kadar gezimiz için uygun olmasa da mükemmel bir deneyimdi. Kesinlikle gidip görülesi.	2018-01	5	2
296	BALONA HAVA MUHALEFETİ	Ağustos sıcağında özellikle balonları havada fotoğraflamak için gittik. Ancak her ne hikmetse rüzgar var diyerek iptal olan tur şirketlerini dikkate alın.	2021-11	5	3
297	Göreme Milli Parkı	Göreme Milli Parkı geniş bir alanda Kapadokya bölgesinin Peribacaları güzel atlar Diyarı ile ziyaret etmenizi tavsiye ederim Müzesi ,kilisesi ,  açık hava müzesi ile şahane bir yerdir.	2021-11	5	3
298	Efsoooo	Kapadokya gerçekten efsanelere dayalı bir yer .her milletin mutlaka görmesi gerekli. Ürgüp göreme ve zelvede hemen hemen her yer peribacası ve eski yaşam alanı	2021-08	5	3
299	GÖREMEYE GELMEK İSTEYEN KESİNLİKLE OKUSUN!!	“balon manzarası izleyeyim diyorsanız göreme’de kalın” denildiği için göreme’de konakladık ama ürgüp’de de balon vardır,göreme kasaba ürgüp ilçe ama kapadokya neresi derseniz daha çok göreme derim. her milletten turist var(çok sayıda) ve göreme türkiye standartlarına göre çok çok pahalı bir yer,ör: bi sac tava normalde 30-40₺ ise burada 60-70₺ maddi durumunuz çok yoksa veya çok para harcamayayım diyorsanız ona göre yanınıza tüp filan alın ya da avanos’a gidin derim. zaten avanos buraya çok yakın 6-7 km. belediye her müzenin yanına ücretli otopark yapmış attığınız adıma para veriyorsunuz ha aldığı parayı ne yapıyor derseniz inanın bilmiyorum çünkü göreme olsun müzeler ve çevresi olsun pek bakımsız.  gelmişken güzel bi kapadokya turu yapayım diyorsanız araçla gelin, olmadı buralarda ki turlara kaydolun göreme merkezde gezilecek bir yer yok.	2021-08	4	3
300	Açık hava müzesi	Göreme'de muhakkak uğramanız gereken bir yer göreme merkezde, alt tarafta otopark mevcut, giriş biletli, müze kart çıkarmanızı tavsiye ederim. İçeride 9 veya 10 adet kilise var. En az 2 veya 3 saatinizi ayırın keyifli ve ilginç bir yer	2021-07	5	3
301	Enfes  bir deneyim	Bölgedeyseniz listenizini en başında olması gereken yer..cografi oluşumlar sayesinde oluşan görsellige birde oraya yerleşen halkın vermiş oldugı tarih dokusuyla ayrımbir anlam kazanıyor..böyle bir yapıya sahip olmak ülkece ayrı güzel birşey	2021-06	5	3
302	Göreme	Göreme milli parkı Göreme yerleşim bölgesinin tamamıdır.Google bunu kabul etmiyor ve tamamını Göreme tarihi milli parkı diye yazar.Doğrusu Göreme Ürgüp'e bağlı olsada kendi sınırları içinde ve tamamı milli parktır,sınırları Avanos-Ortahisar-Uçhisar ve Ürgüp'tür.En acı yanı tamamı milli park olan ve 60 milyon yıllık oluşum içinde birileri hala imar verip şehri büyütme çabasında.Göreme şehri en yoğun peri bacaları oluşum yeriyken adeta insafsızca yapılan restoran ve otellerin arkasında kalmış,görmek için çabam yeterli olmadı.İnanılmaz bir şey.Ancak panaroma'dan falan bakınca,yada aşk vadisinden net görülüyor.60 milyon yıllık eser böyle hunharca tahrip edilmesin.Göreme  ve milli Park,Kapadokya'nın kalbidir.Tarihi milli park şimdi kaldırılmış olsada Çavuşin tarafıdır.Bazı Roma kalıntılarıda bulunduğu için.Çok önemli değil.Açık hava müzesi ise zaten çok küçük bir alan.Kısaca milli park,hepsini kapsar.Panaroma'dan mutlaka izleyin.Aşk vadiside inanılmaz.Yanda Rose valley idare eder.Küçük kiliseler var.Zemi vadiside iyi.Kızıl vadi çok önemli değil.Kesinlikle GÖR vereceğim bir yer değil,olağanüstü zaten.	2021-06	5	3
303	Mükemmel ve yorucu	Yaklaşık 45 dk  içinde   sırtımda 2 yasinda ki bebeğim ile gezdim.  İçerisinde ki şapel ve kiliseler  görmeye değer. Ancak bir tür rehberi ile gezilse daha iyi olurdu. Yorucu bir tecrübe, ve bu bölgede ilk gezilmesi gereken yer	2021-03	5	3
304	Göreme milli parkı	Göreme açık hava müzesi mutlaka ziyaret edin roma, Selçuklu , Osmanlı birçok medeniyetin izlerini göreceksiniz	2021-02	5	3
305	Kesinlikle görülmeli	Herkes gezmeli müze kartı almalısınız çok güzel merkezde yürüyüş ile de varılabilir rahat bir ayakkabı giyin ben kış ayında geldim gayet de güzeldi bence her mevsim gelinebilecek bir yer Harika büyüsünden başınız dönecek kaybolup gideceksiniz hayallere .	2021-02	1	3
306	tarihi hissetmek lazım :)	gerçekten çok etkileyici... kapadokyanın olmazsa olmazı.. her geldiğimde geziyor ve yeni detaylar keşfediyorum..  tarihi hissetmek lazım	2021-02	5	3
307	Gezın	Gezıp görülecek yerler nekadar cok memreketımız cok farklı ve guzel vır deneyı. Gezmenızı tavsiye ederim	2021-01	5	3
308	Harika!	Kesinlikle görülmesi gereken bir yer. Rehberle gezmek önemli. Rehber yoksa da girişte sesli kart alıp dinleyerek gezebilirsiniz. Pandemi döneminde geldiğimiz için çok az insan vardı. Ziyaret süresi 3 dk olan yerlerde bile istediğiniz kadar durabilirsiniz.	2020-12	5	3
309	Hissiyat	Mükemmel bir deneyimdi her yerel hayranlıkla seyredip hafızama kazıdım😍 Birde kar yağınca görmek isterim 🤞	2020-11	5	3
310	Göreme Milli Parkı	Burası 2000 yıllık bir tarihe tanıklık eden yerdir, dünyada ölmeden önce görülecek yerlerin başında gelir. Buralara gezmeden önce Müzekart almanız tavsiye olunur, 60 TL'ye 1 senelik Müze Kart alın,kiliseye girişte müzeye girişte kart geçerlidir. Rahat kıyafet ve ayakkabı giymeniz tavsiye edilir.	2020-11	5	3
311	Dunya mirası	Ulkemızde bukadar guzel yerler olduğunu bilmek ve buraları gezeblmek buyuk sans mutlaka ugra ması gereken bir nokta	2020-11	5	3
312	Türkiye’nin en güzel parkı	Muhakkak görünmesi gerekilen bir yer içerdeki tarihi yerleri çok güzel bazı yerler çok güzel restore edilmiş	2020-10	5	3
313	Gezin görün	Mutlaka girip görün 2000 yıllık tarihe tanıklık edin geçerken bile uğrayıp 30 dk da gezebilirsiniz. Rehberle gezmesi daha hoş olacaktır eğer rehber istemiyoruz derseniz mutlaka kulaklık isteyin girişte	2020-10	5	3
314	tabiat ve tarih harikası	Kapadokya'ya gider gitmez ilk durağımız oldu. Spor kıyafet  tercih edin. Tarihe dokunma fırsatı yakalayacaksınız .  Müzekart ile giriş yapılabiliyor 18 yaş altı ücretsiz gezebiliyor.	2020-10	5	3
315	Super super	Super zaten kapodokya baskı başına bir müze hatta girişlerin bile müze kart ile yapılması lazım ya devletin bulunan belediyenin burdaki halkın bu mirasa çok hassas oldukları korudukları için onları tebrik ediyorum insanlar burdan bu güzelliklerden ekmek yiyor ve asla nankörlük yapılmamış doğaya saygılı olunmuş Göreme Uçhisar ve avanos kesinlikle açık hava müzesi ender bir yer yabancı turist dolu her yer dünyanın bir ucundan insanlar buraya geliyorsa sende gelmelisin oteller çok uygun fiyatlı mutlaka ziyaret edin Türkiye zaten başlı başına bir turizm cenneti her yeri çok güzel ülkemin bir Türkiye aşığı olarak herkesi ülkemin güzelliklerini fırsat buldukça sözlü yada yazılı gezmeye teşvik ediyorum burası da muazzam gerçekten mutlaka çıkın çıkın gelin 😃💐	2020-09	5	3
316	Peri bacalarının ve doğallığı	Peri bacalarının ve doğallığı içerisinde huzur veren eşsiz bir deneyim otelimize yürüyüş mesafesindes	2020-09	5	3
317	Es geçmeyin sakın..!	Öncelikli görülmesi gereken alanlardan burası, inanılmaz yapılar, kiliseler var açık alanda ancak karanlık kilise için 25 TL ek ücret talep ediliyor (normalde alana giriş 75 TL, müzekart geçiyor). Es geçmeyin.	2020-08	5	3
318	Kesinlikle gezilmeli!	Almanya'dan tatil için Kapadokya'ya geldik. Tavsiye üzerine açık hava müzesini görmedk istedik. İyi ki de görmüşüz tek kelimeyle muazzamdı. Verdiğiniz ücrete kesinlikle değer. İçerisinde bir çok kilise gördük. En çok beğendiğimiz ve ilgimizi çeken bir yerdi. Kesinlikle tavsiye ederim.	2020-07	5	3
319	Herşey Para Değil	Müze kartınız yoksa 75 TL bilet ücreti var  müze kart edinmenizde fayda var. Güzel korunan kültürel mirasımız lakin rehber hizmeti yerine içerideki kliselerin ve doğanın tarihini anlatmak için ücret karşılığında program üzerinden rehberlik hizmeti veriyorlar,  lakin girişte 75 tl gibi bir ücret verdikten sonra tekrar para vermek niye.	2020-07	5	3
320	Çok güzel	Doğa harikası bir yer her şey çok güzel peri bacalarının güzelliği manzara güzel yolunuz Nevşehir’den geçerse mutlaka uğrayın	2020-07	4	3
321	Seyahat	Göreme Tarihi Milli Parkı, İç Anadolu Bölgesinde, Nevşehir İli Sınırları İçerisinde Yer Alan Milli Park İdi. 1985 Yılında UNESCO Dünya Mirası Listesi’ne Alındı. 30 Ekim 1986’da Bakanlar Kurulu Kararıyla Mill Park İlan Edildi, 22 Ekim 2019 Tarihinde Milli Park Statüsünden Çıkarıdı. Parkın Alanı Orta Anadolu’nun Hasan Dağı-Erciyes Dağı Volkanik Bölgesinde Kalmaktadır. Şah, Platolar Ovalar Küçük Dağ Bitkileri, Yüksek Tepeler, Alüvyonla Dolmuş Dere Ve Irmak Vadileri, Drenaj Havzalar Ve Erezyonlu Dik Yamaçlı Vadilerde Birbirinden Ayrılan Düzlüklerden Oluşmuştur. Erciyes Ve Hasan Dağının Büyük Volkanik Konileri, Kuzeyden Kızılırmak Vadisinin Bir Kısmı. Bazıları Bazaltla Kaplı Aşınmış Tüf Yatakları Araziye Hakim Özelliktedir. Alan, Volkanik Tüften Oluşmuş İlgi Çekici Manzara Yapısı İçerisinde Bizanz Kilise Mimarisi Ve Dinsel Sanat Tarihinden Önemli Bir Devri Sergilemektedir. Bölgenin Özelliklerinden Burada Yaşayanlar Savaşların Etkilerinden, Merkezi Otoritesinden Uzak Kalmayı Başarabilmişlerdir. Ana Ulaşım Yollarına Uzaklığı Ve Engebeli Bir Alan Olması, Gizlenmek İsteyen Veya Dini İnzivaya Çekilenler İçin Uygun Korunma Yeri Olmuştur. Manastı Hayatı 3. Yüzyıl Sonları İle 4. Yüzyıl Başlarında Başlamış Ve Hızla Yayılmıştır. Manastırlar, Kiliseler, Şapeller, Yemekhaneler Ve Keşiş Hücreleri Depo Ve Şarap Yapım Yerleri Bulunan Mekanlar Oyulmuş, Duvar Resimleri İle Süslenmiştir. Ayrıca Saha İçerisinde Ürgüp, Avcılar, Uçhisar, Çavuşini, Yeni Zelve Yerleşimleri Göreme Yöresinin Geçmişteki Kültürüne Uygun Tarım Köy Hayatını Yansıtan Tarihi Ve Doğal Bütünlüğü Sağlayan Sahaları Teşkil Eder.	2020-07	5	3
322	kesinlikle gidin	Tarihin sayfalarında kaybolurcasına gezinmek için buraya uzun bir süre ayırın. Gerçekten muhteşem...	2019-10	5	3
323	Harika birdaha gideceksiniz	Her gidişimde içimden yada dışımdan keşke burada yaşayanlar zamanına gidebilseydim diye söyleniyorum. Etkileyici muazzam bir atmosfer	2020-07	5	3
324	Muhteşem	Sadece Göreme mili parkını gezmek için bile göreme yi ziyaret edebilirsiniz, kendinizi tarih için de kaybetme ihtimaliniz çok yüksek. Özellikle bu günlerde yabancı turistin olmaması nedeniyle çok daha rahat gezebilirsiniz. Milli parkın görselinin balon satış ofisi olması çok garibime gitti, balon firmaları balon uçuşlarını 1 ekime kadar iptal ettiklerinden dolayı turizmi baltalamış oldular.	2020-07	5	3
325	Doğal Güzellikler	Bu bölgeye geldiyseniz mutlaka burayı görmelisin. Bizim şansızlığımız pandemi sürecinden dolayı Karanlık Kilise'yi görememiz. Lakin fotoğraflarla kendimizi teselli ederek bu bölgenin havasını almak bize yetti.	2020-06	5	3
326	KAPADOKYANIN GÜLÜ GÖREME	Kapadokya Bölgesinin En Belirgin Taş Evleri Olan Bölgesi Görkemedir.Cafe Restorant Özellikle Akşam Üstü Eşsiz Bir Manzaraya Sahiptir.	2020-06	5	3
327	Muhteşem	Nevşehir ilimize bağlı bulunan göreme milli parkı doğal yapısı gezi ve yürüyüş yolları boyunca şehrin gürültüsünden bir nebze olsun uzaklasabileceginiz tarihinin sayfaları arasında geçmişe güzel bir ziyaret yapabilirsiniz. Gun doğumu ve batımında da güzel kareler alabileceginiz eşsiz yerlerde mevcut. Ulaşımın da kolay olduğu şahsi araçların park yerlerinin de cok cüzi bir  fiyatı olduğunu da ayrica eklemek isterim.	2019-05	4	3
328	anlatılmaz yaşanır	girişte bilet yerine müze kart almanızı öneriyorum.ben öğrenci olarak 30tl ödedim normal kart ücreti de 60tl sanırım ve çoğu yere aynı kartla giriş yaptım.içeride büyük kilise var orayı kapsamıyor.oraya ayrıyetten 25tl daha ödemeniz gerek.kapının girişinde solda bir yer var yıyecek ve hedyelikler için bir de büyük kiliseye yakın ufak bir cafe(kapalıydı).2saat diye planladık   tam yeterli olmadı ama yine de iyiydi planlamaya 2 saatten fazla ekleyin burası için	2020-03	5	3
329	ETKİLEYİCİ BİR YER	Eşsiz benzersiz bir yer herkesin mutlaka bir defada olsa görmesi gereken bir yer.Mozaiklerin bir çoğu zara görmüş (böyle yerleri özenle korumalıydık.) Eşsiz bir yer mutlaka özellikle çocuklarınıza göstermeniz gereken bir yer. Pass müze kartı burada geçerli bilginiz olsun ayrıca civarda ücretsiz bir çok otoparkta mevcut.	2019-09	5	3
330	Özel bir yer	Benzeri olmayan bir cografyada etkileneceğiniz bir deneyim. Mozaikler ve diğer resimler kısmi olarak korunabilmiş,çok daha fazla olabilirdi.	2020-02	4	3
331	Karlar altında muhteşemdi	Kapadokya’ya defalarca gittim ama bu defa karlar altında ki göreme milli parkı mükemmeldi.Kesinlikle kuşun gidilmesini öneriyorum	2020-02	5	3
332	Aile ile	Harika bir yerdi . Gerçekten herkesin bir kez bile olsa ziyaret edeceği harika güzelliktir . Ailenizle arkadaşınızla sevgilinizle kesinlikle gitmenizi ısrarla tavsiye ederim	2019-10	5	3
333	Mutlaka gezin	Arkadaşlarımızla kısa sureligine geldiğimiz için nokta yerleri gezmeye çalıştık otelimizin tavsiyesiyle mükemmel bir yer gezdik	2020-02	5	3
334	Tarih dediğinde mutlaka gidilmeli	Çok çabalayıp henüz mahvedemediğimiz ders almayıp hala yok etmeye çalıştığımız ve bize rağmen bize inat ayakta kalmayı başarabilmiş.her bir metrekaresi ayrı güzel.Yaşadığım yerde (Bodrum)en son kar rivayete göre 30 yıl önce serpiştirdiğinden ben seyahatimi genelde bu coğrafyaya kış aylarında yapıyorum.Üst taraflarına kar yağmış peri bacalarını görmeden ölmeyin be kardeşim.	2019-02	5	3
335	Dükkandaki fiyatlar turist kazıklamaya yönelik	Müzedeki hediyelik eşya dükkanı gereksiz pahalı. Dışarda 1 tl olan şey orda 10 katı. İnsan kazıklama felsefesiyle çocuklara müze sevgisi açıklayamazlar. Onun dışında gezmek gayet güzel 👍	2020-01	4	3
336	keşke	içerisi mükemmel. tarih mükemmel. Keşke içerideki görevliler biraz bilgi sahibi olsa müthiş olurmuş. Kültür bakanlığına saygılarımızla	2020-01	4	3
337	Büyüleyici	Kesinlikle harika bir yer.Gidip görüp gezilmesi gereken bir yer.Araç ile gidenler çok rahat otopark ta bulabilir.Muhteşem bir yer.	2020-01	5	3
338	Harika	Harika bir yer. Kesinlikle gelip görmelisiniz. Çok büyük bu yüzden çok zaman alıyor ama sıkılmadan geziyorsunuz	2019-08	5	3
339	Tek kelimeyle muhteşem	Yüzlerce yıl öncesinden insan eliyle oyularak yapılan bu mağaralar tek kelime ile eşsiz . Yıllardan beri bölgenin en çok turist çeken bölgesi olan Göreme Milli parkı 1985 yılında Unesco Dünya Mirasları listesine girmiş. Her yıl ortalama 1 milyon turist ağırlıyor , turistlerin çoğu uzak Asya’dan özellikle de Japonya dan geliyor . Peri bacalarının içindeki mağara kiliseler mağara yerleşikleri mutlaka görmeniz gerek . Buraya ulaşım çok kolay Kayseri ve Nevşehir havalimanı çok yakın .	2020-01	4	3
340	Harika	Yok böyle güzellik Gerçekten muhteşem mutlaka gidilmesi gereken bir yer Çok vaktimiz olmadı ama şahane bir yer	2020-01	5	3
341	Kisin ayri guzel	Kisim geldigimiz kapadokyada tamamen beyaza burunmus degisik iyiki gmisiz digeceginiz bbeyaz bir ortam kisinda mutlaka gerilebilecek bir yer	2020-01	5	3
342	Görülmesi gereken bir yer	Mutlaka görün çok güzel yerler gidilmeli görülmeli güneşin batışı birde orada izlenmeli pişman olmazsınız	2019-10	5	3
343	Hem iş hem tatil	Her 15 günde bir geldiğim kapadokya bana huzur veriyor.Çok keyifli bir mekan . Sonbahar ve ilkbahardadaha keyifli	2019-12	5	3
344	Başka bir dünya...	İçeri girdiğinizde insanların o dönemlerde nasıl yaşadığını görmek sizi bambaşka bir dünyaya götürüyor. Kapadokyada gidip görülmesi gereken yerlerden sadece biri...	2019-12	5	3
345	Park...	Park olarak harika bir yer eski insanlar binlerce yıl nasıl yaşamıştır buralarda düşünmesi bile güzel.	2019-12	4	3
346	Göreme milli parkıı	Göreme milli parkını çok beğendik eski insanların o şartlarda nasıl akıllı olduklarını gösteren kanıtlan gösteriyor	2019-11	5	3
347	Muh - Te - Şem	Çok beğendim. İnsan bu yapıları o yemek odalarını vs gördükçe hayret ediyor.Müzekart geçerli.Kesinlikle görülmesi gereken bir yer haline getirilmiş...	2019-11	5	3
348	Göreme açık hava müzesi	Harika bir açık hava müzesi... Peri bacalarını ve içerisindeki muazzam mimariyi görebileceğiniz alanıyla da gezilesi mutlaka görülmesi gereken yerlerin başında gelen güzel bir yer... Müze kart geçerlidir.	2019-11	5	3
349	Milli parkiniz	Rahatlıkla iki üç saat geze bileceğiniz Heryerin bozulduğu günümüzde dogalligin bozulmamasi gereken temiz bir yer yurdumuzun her yeri ayrı bir güzel burasıda bu eşsiz yerlerden	2019-11	5	3
350	Capadokıa	Vadınin inipte dogal vadılerde yurumek ayrı bir zevk veriyor dogayla basbasa sessiz siz ve yapancı turistler suphesız bizden daha iyi degerlendiriyorlar	2019-11	5	3
351	Merkez	Kapadokyanın ruhunu yanditan yurume mesafesınde rahatlikla heryere ulasabileceğiniz muhtesem bir deneyim	2019-11	5	3
352	Muhtesem	Kapadokya’nın ruhunu yansitan mutlaka gezilmesi gereken çok güzel bir yer mutlaka gezmenizi tavsiye ederim	2019-11	5	3
353	Kapadokya	Biz kendi memleketimizde milli parklari,muzeleri ziyaret edebilmek icin cok cok fazla ucret oduyoruz	2019-10	5	3
354	Huzur verici	Görülmesi ve gezilmesi gereken bir yer.Özellikle günbatımında çok hoş ambiansı oluyor.Kahvenizi alıp gidin öneririm👍🏻	2019-11	5	3
355	Gezin	Görülmesi ve gezilmesi gereken biryer özellikle açık hava müzesini mutlaka ziyaret etmelisiniz , tavsiye ederim	2019-11	5	3
356	türkiyenin tarihi	Kesinlikle gezmeyle bitmeyen bir bölge. Kapadokya bolgesinin tamami cennet. Deniz olmayip kendimi huzurlu hissettigim tek şehir. Aslinda sehirde degiil ilceleri harika. Sehir merkezinde hicbirsey yok, insanida bir farklı, ama ürgüp , göreme, avanos, mustafapaşa buralar harika yerler. Dogasi, esnaf	2019-11	5	3
357	must see	Türkiyenin İstanbul tarihi yarımada ile beraber en önemli turizm merkezi.Unesco Kültür Mirası listesinde.Nevşehir Ürgüp Avanos üçgeni içerisinde kalan bölge olup Kapadokya deyince ilk akla gelen şeyleri içeren milli park.Göreme açık hava müzesi zelve açık hava müzesi dervent vadisi,güvercin vadisi avcılar,aşıklar vadisi,Uchisar Ortahisar Paşabağ,Çavuşin,balon turları çömlek atölyeleri oniks atölyeleri..Sadece Türkiyenin değil dünyanın en önemli kültür hazinesi.Gidin görün.Ayrıca yakınlarındaki Derinkuyu Kaymaklı Ihlara Mustafapaşa Selime Nargölü gibi yerler  de kaçırılmamalı.Kapadokyayı görmelisiniz.	2019-10	5	3
358	İlginç bir yer.	Göreme açık hava müzesi, Kapadokyada en çok kilisenin bulunduğu yer, bu yüzden en çok yabancı turist burada, Göremeye yürüme mesafesinde. Kiliselerde fotoğraf çekmek yasak, fırsat bulursanız çekebiliyorsunuz, bir tane kilise için ayrıca 18 TL daha ödemek gerekiyor. Kapadokyada, yeraltı ve yer üstü taşların oyularak yapılmış yerleşimler var, yeraltı olanlar ilgi çekici. 3 günde, iyi bir planlama ile rahatlıkla Kapadokya gezilebilir. Aslında, balon, atv, at, jip turları haricindede, trekking turları olmalı, varsada ben görmedim. Turistler daha çok güneydoğu asyadan, çinlide artmış, yerli turist göreceli olarak az. Göreme merkezde sulu yemek bulmak zor. Ürgüp' daha kolay bu konuda. Ürgüp ten kalkan minibüs, sırasıyla, üçgüzeller, göreme açık hava müzesi, göreme merkez (otogarın 200 metre aşağıdaki duraktan geçiyor), çavuşin, paşabağı, zelve, en son Avanos 'a yaklaşık 1 saatlik rotada ulaşıyor. Üçhisar' a gitmek için, Göreme otogardan Nevşehir 'e gitmek gerekiyor. Kaymaklı ve Derinkuyu için ayrıca Nevşehir otogarına gelmek gerekiyor. Ihlara vadisi için, Nevşehir' den, Aksaray'a gidip, ordan Ihlara otobüsüne binmek gerek, Ihlara son dönüş otobüs, 16:00'da. Kapadokya ilginç bir yer, ama deniz-orman, mümkünse ikisi birden olan yerlerden hoşlandığım için çok da ilgimi çekmedi, yabancılar, özellikle güneydoğu asyalılar neden bu kadar geliyor bilmiyorum, soramadımda, minibüsler hariç, genel olarak pahalı bir bölge, turlar euro ile. Kaya-dağları oymak kolay olmalı, sıva gibi hepsi, tırnakla bile parça kopuyor, metal hatta sert taşlarla bile kolayca oyularak yapılmıştır, hıristiyanlardan çok daha önce yapılmış olabilir bence. Yeraltı şehirleri ve mağara oteller serin ve pencere olmadığından zaman algısını kaybediyorsunuz. 3 günde, toplamda 60 km yürüyerek, minibüs de kullanarak, 1-2 istisna hariç tüm turistik yerleri gezdim, tek hatam, Derinkuyu'dan, Ihlara 'ya gitmemdi, defalarca otostop ve 7 kmden fazla yol yürüdüm, turlara (kırmızı ve yeşil) katılırsanız, 2 gündede biter tüm bölge. Balonlar, sabahın körü olarak ifade edebileceğim, güneşin doğmak üzere olduğu veya yeni doğduğu saatte havalanıyor, izlemesi keyifli, muhtemelen balonun içinden izlemek daha keyiflidir. Sonuç olarak, Kapadokya gezilmesi-görülmesi gereken bir yer, bir daha gelir miyim, bilmiyorum. En son olarak, hostelde kalma, il içi ulaşım, öğle-akşam yemekleri dahil, yaklaşık 500 TL ye mal oldu, kahvaltı hostelde, öğle-akşam tavuk döner, müzekart, sadece minibüs seyahatleri yaptım, hediyelik almadım.	2019-10	3	3
359	Mutlaka Görülmeli	Kapadokya’ya gelindiğinde ilk görülmesi gereken mekan.Her ne kadar daha az insan gelsin diye ekstra para istensede İçindeki freskler ve çizimleri görmek için “Karanlık Kilise” mutlaka ziyaret edilmeli.Mekanda ki Kiliselerin içindeki freskleri ve çizimleri korumak için fotoğraf çekimine izin verilmiyor.Mekanların darlığını ve insan kuyruğunu düşününce bu karar aslında oldukça isabetli bir karar olduğu ortaya çıkıyor.	2019-10	5	3
360	Çok guzel	Görülmesi gereken yerler listenize eklemeniz gerek açık alan olması daha guzel rahat bir sekikde rahatça gezebiliyorsun	2019-10	5	3
361	Çok beğendim	Harika ötesi bir yer resmen büyülendim , herkes mutlaka görmeli . Kiliselerin içinde freskler zarar görmesin diye  fotoğraf çekilmiyor.	2019-10	5	3
362	Şahane...	Göreme'ye gelip de görmeden gitmemeniz gereken bir yer. Muhteşem, şahane, harika... kelimeler az kalır burayı tarife. Yurt dışında birçok ülke gezdim gördüm göreme milli parkı gibi bir yer görmedim. İnsanı adeta büyüleyen bir yer. Ölmeden önce kesinlikle görmeniz gereken bir yer.	2019-10	5	3
